opis;klasa
"temat: brak pojemnika na odpady
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: dzien dobry,
w dniu 19.02.2019r. wyslano (e-mail oraz poczta) deklaracje na odbior odpadow komunalnych zmieszanych z naszej nowej budowy we wroclawiu przy ul. bacciarallego 54 (budowa firmy alfa-dach). do dnia dzisiejszego nie otrzymalismy zadeklarowanego pojemnika i nie sa odbierane smieci (deklaracji od dnia 01.03.2019r.)
bardzo prosze o szybkie podstawienie pojemnika 1100 litrow i odbior odpadow. 
telefon kierownika budowy 601-950-924";Inne
"temat: pas drogowy – chodnik
dzielnica: fabryczna
opis miejsca: ul. graniczna, kierunek od ul. strzegomskiej do ul. plaskiej, strona prawa, jezdnia rownolegla przy skrzyzowaniu z ul. strzegomska
opis: od dluzszego czasu  przy slupku ze znakiem c-13/16 zalegaja worki z odpadami.";Sprzatanie miasta
"temat: inne
opis miejsca: witam,
zglaszalem panstwu posprzatanie terenow przyleglych do ul. wojanowskiej. widzialem dwa razy ekipy ktore sprzataly, ale wg niezrozumialego dla mnie klucza, pozostawiajac za kazdym razem smieci , chaotycznie porozrzucane w roznych miejscach i to nie zwiazane bylo z wlasnoscia gruntow. czy prace beda jeszcze kontynuowane?? pozdrawiam
opis: .";Sprzatanie miasta
"temat: pas drogowy – chodnik
dzielnica: fabryczna
opis miejsca: ul. graniczna kierunek od ul. strzegomskiej do ul. plaskiej, strona prawa za zjazdem do leroy merlin, przy slupie oswietleniowym nr 219/409
opis: odpady pokolizyjne na sciezce rowerowej.";Sprzatanie miasta
"temat: inne
opis: prosze o zabranie odpadow zielonych (choinek) zlokalizowanych przy kontenerach w budynku przy ul. raclawickiej 29.";Wywoz odpadow
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: pojemnik120l
opis: prosze o dostarczenie 40 sztuk";Pojemniki/worki na odpady
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: od miesiaca czekam na worki, panowie nic nie zostawiaja jak przyjezdzaja.";Pojemniki/worki na odpady
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik120l
opis: uszkodzona (peknieta) pokrywa pojemnika na odpady zmieszane 120l wskutek oprozniania pojemnika przez sluzby. koniecznosc wymiany.
z powazaniem
stanislaw wdowiak";Pojemniki/worki na odpady
"temat: pas drogowy - jezdnia
dzielnica: psie pole
opis miejsca: ulica ostrzeszowska
dnia: 03.03.2019
godzina : 23:00
opis: witam, 
w ubiegla niedziele o godzinie 23:00 rozpoczelo sie na naszej ulicy zamiatanie/ mycie. 
zamiatarka rozswietlajac swoim kogutem cala ulice i z donosnym odglosem przejechala ulica w obu kierunkach. 
bardzo prosze o wyjasnienie czy wybrana pora jest zgodna z harmonogramem prac. 
chcialbym nadmienic, iz ze strony mieszkancow pora ta jest nadzwyczaj nieadekwatna nie tylko z uwagi na zaklocana cisze nocna, ale rowniez z powodu znikomej skutecznosci sprzatania. o tej porze ulica ostrzeszowska zastawiona jest na calej swojej dlugosci po jednej stronie parkujacymi samochodami. 
niestety ulica pozostala brudna. 
podobne zgloszenie bylo juz do panstwa wysylane.
najwidoczniej panstwa pouczenie nie poskutkowalo.
bardzo prosze o probe skutecznego rozwiazania problemu.
pozdrawiam";Sprzatanie miasta
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: dzien dobry, 
bardzo prosze o zostawienie w dniu jutrzejszym 3 dodatkowych workow na odpady plastikowe. mamy teraz tylko dwa a to za malo. 
z gory dziekuje.
magdalena madej";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worki
opis: odpady nie zostaly odebrane ostatnie trzy ostatnie razy.
u sasiada spod 11 zostaly wczoraj odebrane.
prosze zobaczyc zdjecie.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: witam, 
po raz kolejny zglaszam brak wywozu odpadow zielonych - choinek zgodnie z harmonogramem. pomimo wielokrotnych zgloszen odpady nie sa zabierane. czy ktos z panstwa nadzoruje prace zajmujaca sie wywozem odpadow? prosze o pilna interwencje i zabranie drzewek.
pozdrawiam
kamila marcinkiewicz";Wywoz odpadow
"temat: brak worka na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: w poniedzialek przy zawieraniu workow z plastikami nie pozostawiono nowego worka. prosze o dostarczenie 2 workow pod wskazany adres i przerzucanie ich przez plot";Pojemniki/worki na odpady
"temat: przepelnienie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: brak wywozu wszystkich odpadow,tj.: zmieszanych , papieru, plastiku, szkla. papier zalega w oslonie. pojemniki na odpady zmieszane stoja pelne";Wywoz odpadow
"temat: przepelnienie pojemnika
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: brak wywozu wszystkich odpadow,tj.: zmieszanych , papieru, plastiku, szkla. papier zalega w oslonie. pojemniki na odpady zmieszane stoja pelne";Wywoz odpadow
"temat: inne
opis: dzien dobry. informuje, ze dnia 9 lutego 2019 roku sprzedalem dom przy ul. wolfkego 63. moj nowy adres korespondencyjny to: jodlowicka 18/10 54-043 wroclaw. prosze o przeslanie informacji o kwocie, ktora powinienem uregulowac.
pozdrawiam
marcin adamek";Inne
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: prosze o wymiane pojemnika 1100 l na odpady mieszane stojacego przed komora smieciowa przy ul. jednosci narodowej 122. pojemnik na oberwane dno i nie sa z niego odbierane smieci";Pojemniki/worki na odpady
"temat: inne
opis miejsca: dzielnica krzyki, osiedle brochow, dom jednorodzinny (willa).
opis: prosze o zmniejszenie oplat za gospodarowanie odpadami, dotyczy zleceniodawcy jozef zwierzynski, ul. tybetanska 25, 52-112 wroclaw 488584. do lipca 2018 roku  pod tym adresem mieszkaly dwie osoby. obecnie mieszka tam jedna osoba i placi za miesiac 44 zl.";Inne
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: fabryczna
opis miejsca: wnetrze podworka ul. pereca, jemiolowa, szczesliwa, lwowska
opis: chcialabym zglosic bardzo dobra, wrecz wzorowa prace, dwoch panow dozorcow, ktorzy sprzataja wnetrze podworka, znajdujacego sie pomiedzy pereca/szczesliwa/ lwowska/ jemiolowa. panowie codziennie wykonuja ogrom ciezkiej pracy, zeby posegregowac smieci, uporzadkowac podworko, w ktorym jest strasznie brudno. dzieki nim, podworko jest naprawde czyste i wygrabione. panowie sa juz dlugo dozorcami na podworku i nalezy im sie co najmniej premia, albo podwyzka. dobrych pracownikow trzeba motywowac i doceniac, tym bardziej, gdy ich wklad pracy jest ogromny! bo mieszkancy strasznie brudza, kazdego dnia.  tym samym prosilabym o dostawienie dodatkowego kontenera na smieci, ktore nie mieszcza sie w kontenerach i panowie musza pracowac jeszcze ciezej niz dozorcy innych podworek. 
pozdrawiam. 
anna";Inne
"temat: inne
opis miejsca: zsyp w budynku wysokim
opis: zwiekszenie czestotliwosci wywozow z 2 na 3 razy w tygodniu z powodu zbyt malej ilosc wywozow - luzy.";Inne
"temat: pas drogowy – zielence
dzielnica: fabryczna
opis miejsca: ul. brodzka kierunek od siegacza do ul. lubelskiej(do szkoly) do ul. siedleckiej, strona prawa,  luk jezdni,na  wysokosci ul. lukowskiej
opis: odpady pokolizyjne w pasie drogowym.";Sprzatanie miasta
"temat: inne
opis miejsca: w imieniu wm plac powstancow slaskich 13 prosze o zabranie 4 kontenerow na odpady zmieszane i 1 kontenera na papier. 4 kontenery na odpady zmieszane zostaly w oslonie smietnikowej wraz z kontenerami do segregacji - 1 na papier, 1 na szklo, 1 na plastik. wiecej kontenerow nie potrzeba.prosze uczulic pracownikow firmy wywozowej, by zamykala oslone na klucz, ktory posiadaja. zostawiajac otwarta oslone narazaja wspolnote na podrzucanie smieci i balagan.
opis: w imieniu wm plac powstancow slaskich 13 prosze o zabranie 4 kontenerow na odpady zmieszane i 1 kontenera na papier. 4 kontenery na odpady zmieszane zostaly w oslonie smietnikowej wraz z kontenerami do segregacji - 1 na papier, 1 na szklo, 1 na plastik. wiecej kontenerow nie potrzeba.prosze uczulic pracownikow firmy wywozowej, by zamykala oslone na klucz, ktory posiadaja. zostawiajac otwarta oslone narazaja wspolnote na podrzucanie smieci i balagan.";Pojemniki/worki na odpady
"temat: pas drogowy – kosze
dzielnica: fabryczna
opis miejsca: ul. karczemna / brodzka, przy nr brodzka 143
opis: wyrwany, zniszczony kosz uliczny.";Sprzatanie miasta
"temat: zapytanie o harmonogram
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: dzien dobry, 
chcialbym zawrzec umowe na odbior odpadow komunalnych. jestesmy nowym zarzadca budynku przy ul. gajowickiej 114-116. na poczatek chcialbym zamowic jeden pojemnik 1100 l. prosze o padanie kosztow odbioru jednego pojemnika, raz w tygodniu.
lacze pozdrowienia";Pojemniki/worki na odpady
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 240l
opis: prosze wymienic 2 pojemniki na nowe, poniewaz stare nie posiadaja klap";Pojemniki/worki na odpady
"temat: podstawienie dodatkowego pojemnika na odpady
odpady: papier i tektura
pojemniki: pojemnik 1100l
opis: prosze zabrac 1 pojemnik na zmieszane i podstawic brakujacy pojemnik na papier oraz plastik 1100 oraz szklo 240";Pojemniki/worki na odpady
"temat: inne
opis miejsca: wnetrze podworzowe nowowiejska zeromskiego orzeszkowej barlickiego
opis: w poblizu kontenerow na odpady pelno jest odpadow wielkogabarytowych, ktore uniemozliwiaja prowadzenie prac przez zarzadce terenu w obrebie instalacji artystycznej na wnetrzu 'nieskonczony zielony'";Strefa Zarzadcy
"temat: dzikie wysypiska
dzielnica: fabryczna
opis miejsca: miejsce to zielen miedzy ulica k.w. szarskiego a osiedlem graniczna, za sklepem biedronka az do rzeczki kasina. w zalaczniku dodalam mape miejsca i wyznaczylam teren czerwonymi liniami.
opis: dzien dobry, pisze do panstwa poniewaz nie wiem gdzie sie dokladnie zglosic i czyja jest to ziemia, miasta czy wydzialu rolnictwa.
dzisiaj okolo godziny 15:30 widzialam ludzi, ktorzy samoistnie pilowali sobie drzewa i je wynosili ale rowniez ludzi, ktorzy wyrzucali z reklamowki smieci po wyrzuceniu smieci na teren zielony rzucili rowniez reklamowke... brak slow..
chce zglosic dzikie wysypiska obrzydliwych smieci (zdjecia w zalaczniku) oraz chce zglosic wycinanie bezkarnie drzew. na tym terenie.., teren jest zapuszczony i zaniedbany, bezdomni i nietrzezwi robia sobie z tego terenu miejsce spotkac 'meline'.
smieci to: opony, petardy, jedzenie, elektroniczne urzadzania, szklane butelki, plastiki, papiery, drzewa bezkarnie polamana itd.
posiadam wiecej zdjec ale niestety pojemnosc e-mail na nie nie pozwala.
prosze o odpisanie czy wiadomosc zostala zgloszona do odpowiednich wladz we wroclawiu.
zdjec nie wysle w zalaczniku poniewaz, maja za duzy format na panstwa zgloszenie.
dziekuje za pomoc.";Sprzatanie miasta
"temat: przepelnienie pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: pojemnik na odpady zmieszane na naszej posesji  jest przepelniony, bardzo prosimy o jego oproznienie ,poniewaz wedlug harmonogramu odbior nastapi dopiero w poniedzialek. istnieje obawa, ze odpady komunalne mieszane moga byc wowczas wyrzucane do pozostalych pojemnikow, poniewaz smieci najczesciej wyrzucaja osoby niepelnosprawne intelektualnie ,jesli jakis pojemnik jest pelny spontanicznie wyrzucaja do nastepnego. bardzo prosimy  o uwzglednienie naszej prosby.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: ostatnio na osiedlu nowe jagodno zostalo zamontowanych 5 nowych koszy na smieci. jeden jest systematycznie omijany. taki, ktory znajduje sie najblizej zabki i jest zawsze najbardziej przepelniony, gdyz prawie kazdy klient wracajacy ze sklepu go uzywa, nie mowiac o mieszkancach. jest to pierwszy smietnik, jak sie wyjdzie z naszej nieruchomosci. prosimy o poinformowaniu pracownikow, a jego nieobecnosci, bo moze nie sa swiadomi. ok. 3 tyg. temu spotkalam pracownikow, ktorzy wyrzucali smieci i poinformowalam ich, ze nasze smietniki nie zostaly oproznione. podobno nie wiedzieli, ze zostaly postawione nowe. dzisiaj ze smietnika sie prawie wysypywalo.";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: pracownicy wywozacy smieci pomijaja smietnik znajdujacy sie kolo zabki. bardzo czesto jest przepelniony. prosze o poinformowanie pracownikow o nowych koszach.";Sprzatanie miasta
"temat: zamien pojemnik na worek
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worek 120l
opis: dzien dobry, pojemnik zolty po wywozce odpadow plastikowych znow znalazl sie za terenem naszej posesji, co moze sugerowac, ze to panstwa pracownik przez siatke go wynosi. nie bedziemy go chowac na posesje i prosimy o jego zabranie. zabrano nam odpady plastikowe zebrane w worku, ale nie zostawiono nowego worka, bardzo prosimy o worek na plastiki.";Pojemniki/worki na odpady
"temat: przepelnienie pojemnika
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: czy istnieje mozliwosc czestszego oprozniania pojemnikow z papierem? dostalismy nowe wieksze pojemniki, ale niestety wywoz raz w miesiacu nie wystarcza i pojemniki stoja przepelnione.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
nie zostaly odebrane tworzywa z oslony przy nieruchomosci graniczna 2f-2ff od strony kasiny.
pozdrawiam,
emilia roslik
nawigator nieruchomosci 
tel. 515 032 123";Wywoz odpadow
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: prosze o worki na liscie szt 1000  na ul. slowicza 16";Pojemniki/worki na odpady
"temat: zmiana wielkosci pojemnika
odpady: papier i tektura
pojemniki: pojemnik 660l
opis: ponawiam prosbe o wymiane pojemnika na 660l. smieci segregowane nie sa zabierane jezeli leza przygotowane obok kubla, ktory mamy obecnie.";Pojemniki/worki na odpady
"temat: tereny zewnetrzne – chodniki
dzielnica: stare miasto
opis miejsca: skrzyzowanie ul. swidnicka - kazimierza wielkiego, obok przejscia podziemnego
opis: w zalacznikach przedstawiam stan w jakim znajduje sie rozdzielnia szybu windy  i chodnik przed drzwiami do windy . prosze o zobowiazanie firm sprzatajacej do dbania o czystosc w tym rejonie. jest to scisle centrum miasta licznie odwiedzane przez gosci i turystow. filia miejskiej biblioteki publicznej znajduje sie w przejsciu podziemnym, ale sprzatanie chodnikow i i otoczenia nad przejsciem nie nalezy do naszych obowiazkow. z powazaniem jaroslaw pajaczkowski z-ca dyr. mbp we wroclawiu";Sprzatanie miasta
"temat: brak pojemnika na odpady
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemnik 60l
opis: prosze o dostarczenie  pojemnikow na zuzyte igly i strzykawki";Pojemniki/worki na odpady
"temat: tereny zewnetrzne – inne
dzielnica: krzyki
opis miejsca: ul. asfaltowa na odcinku bez numeracji za nr 19 w strone ulicy buforowej - pobocze i rowy wzdluz drogi
opis: butelki szklane i plastykowe, elementy jakis urzadzen elektrycznych, worki zalegaja w rowie wzdluz budowy dach-budu od strony asfaltowej (w miejscach przerwy w plocie budowy) a takze dalej w rowach po lewej stronie tuz przed koncem asfaltowej przed buforowa - to juz mozna uznac za nielegalne wysypisko smieci - ogromne ilosci - worki ze smieciami, smieci luzem - wszystko tam jest, lacznie z czesciami mebli i agd.";Sprzatanie miasta
"temat: pas drogowy – zielence
dzielnica: fabryczna
opis miejsca: ul. szarskiego naprzeciw ul. trzebiatowskiego
opis: odpady w pasie drogowym (opony, choinka)";Sprzatanie miasta
"temat: brak worka na odpady
odpady: odpady zielone
pojemniki: worek 120l
opis: dzien dobry.
bardzo prosze o 30 rolek workow na odpady zielone. worki potrzebne sa dla ul. skwierzynskiej 35,37,39.
dziekuje";Pojemniki/worki na odpady
"temat: tereny zewnetrzne – inne
dzielnica: psie pole
opis miejsca: ul. kielczowska 49 wroclaw wjazd od strony statku [ niebieski wiezowiec droga wewnetrzna] pas zieleni  wzdluz drogi wewnetrznej. teren gminy wroclaw- za wyjatkiem pasa o szerokosci 0,5 m od kraweznika. latarnie stanowia  punkt graniczny terenu tbs nasze katy.
opis: prosze o zlecenie uporzadkowania  terenu zielonego. obecnie na terenie zielonym wzdluz  zalegaja smieci roznego pochodzenia zwlaszcza w zaroslach przy siatce. krzewy sa zaniedbane. na terenie zalegaja polamane drzewa.i tu mam goraca prosbe aby powiadomic odpowiednie jednostki aby usunely zalegajace polamane drzewa, galezie, suche pedy. sa to zaniedbania co najmniej kilkuletnie.ponizej w zalaczeniu zdjecia terenu. 
z powazaniem 
agnieszka czolacz";Sprzatanie miasta
"temat: zabranie pojemnika z nieruchomosci
odpady: papier i tektura
pojemniki: pojemnik 240l
opis: prosze o zabranie kubla na papier/tekture, odpady zbieramy do workow.";Pojemniki/worki na odpady
"temat: uszkodzenie pojemnika – koniecznosc wymiany
odpady: zmieszane odpady komunalne
pojemniki: pojemnik120l
opis: prosze o zabranie pojemnika na odpady zmieszane (obecny jest popekany, brak pokrywy).
jako nowego kubla na odpady zmieszane prosze uzyc obecnego pojemnika do odpadow szklanych (zielony - bez naklejki na pokrywie) poniewaz nie jest az tyle potrzebnych pojemnikow dla szkla. (wystarczy nakleic inna naklejke na kuble)";Pojemniki/worki na odpady
"temat: przepelnienie pojemnika
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
kontaktowalem sie z panstwem w sprawie przepelnionych pojemnikow na makulature w poniedzialek 4 marca. nazajutrz tj. we wtorek 5 marca otrzymalem informacje, ze wlasciwa brygada przyjedzie po odbior smieci w srode 6 marca. tymczasem do dnia dzisiejszego nikt sie nie pojawil, a kontenery na makulature wystawione przeze mnie przed plot posesji stoja pelne i nietkniete.
uprzejmie prosze o szybki odbior tych odpadow, poniewaz niemoznosc wyrzucenia kolejnych stanowi powazny problem, biorac pod uwage ze na 3 mieszkania bedace w budynku posiadamy tylko dwa kontenery.
pozdrawiam,
konrad makar";Wywoz odpadow
"temat: inne
opis miejsca: wnetrze podworzowe garbary 9, przy ulicy wieziennej i przy hotelu zulek znajdujacym sie przy garbary 11.
opis: witam,
zglaszamy ponownie problem z pojemnikami na odpady, ktory zostaly postawione na naszej dzialce przy hotelu zaulek. w zwiazku z rozpoczeciem prac przy realizacji inwestycji na sasiedniej dzialce, kontenery, ktore tam staly i obslugiwaly mieszkancow z okolicznych budynkow, zostaly przepchniete na nasza posesje. ponizej przesylam maila od panstwa w tej sprawie, mialy zostac podjete czynnosci zmiany lokalizacji. niestety do dnia dzisiejszego sytuacja pozostaje bez zmian. prosimy o pilna interwencje w powyzszej sprawie. 

'witam,
w nawiazaniu do otrzymanego zgloszenia, informuje, ze miejsca gromadzenia odpadow oraz ustawienia pojemnikow wskazuje wlasciciel nieruchomosci. zgodnie z zapisami regulaminu utrzymania i porzadku na terenie wroclawia, pojemniki rozmieszcza sie na terenie nieruchomosci, na ktorej wytwarzane sa odpady komunalne. zgloszenie zostalo przekazane do wykonawcy, ktory zostal zobowiazany do skontaktowania sie z zarzadca nieruchomosci garbary 9, w celu ustalenia nowego miejsca ustawienia pojemnikow i przestawienia pojemnikow.
z powazaniem
patrycja topolska
--------------------------------
dotyczy: wuz
data przyjecia: 2019-02-19 '";Pojemniki/worki na odpady
"temat: tereny zewnetrzne – wnetrza podworzowe
dzielnica: krzyki
opis miejsca: hallera slowicza wandy krakusa wb - wandy 34 - wjazd od ul. slowiczej
opis: dzien dobry....zwracam sie do panstwa z prosba o mozliwosc wywozu gabarytow znajdujacych sie we wnetrzu blokowym hallera slowicza wandy krakusa -wandy 34.
bardzo dziekuje";Strefa Zarzadcy
"temat: zmiana wielkosci pojemnika
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemnik 240l
opis: zamawiany byl pojemnij 240l jednak podstawiono 120l. jest on zbyt maly. prosze o zmiane na 240l lub, jesli to nie mozliwe, podstawienie dodatkowego drugiego 120l.";Pojemniki/worki na odpady
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: zmieszane odpady komunalne
pojemniki: pojemniki 60-1100 l
opis: szanowni panstwo, juz kolejny czwartek z rzedu nie sa odbierane odpady zmieszane od naszej firmy.
dwa pojemniki czarne zawsze wystawiane sa wczesniej i ustawione w tym samym miejscu (przy zielonej furce, zielonym plocie). nie bylo nigdy wczesnie z tym problemu. obecnie to juz kolejny czwartek.
prosze o interwencje. 
z powazaniem
hostynski karol";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: prosimy o odbior z terenu szkoly ok.10 workow z odpadami zielonymi.  worki znajduja sie  przy ogrodzeniu od ulicy wielkiej - tam gdzie sa boiska.";Wywoz odpadow
"temat: zmiana wielkosci pojemnika
odpady: zmieszane odpady komunalne
pojemniki: pojemnik 1100l
opis: dzien dobry, 
poprzez deklaracje do urzedu miejskiego zgloszona zostala zmiana wielkosci pojemnika na pojemnik 1100l, na odpady zmieszane. 
wnioskowalismy o podstawienie wiekszego pojemnika od 01.03.2019r. do dnia dzisiejszego, pojemnik nie zostal wymieniony. 
prosze o interwencje w tej sprawie.
z powazaniem, 
ewa marcinkowska";Pojemniki/worki na odpady
"temat: pas drogowy - jezdnia
dzielnica: krzyki
opis miejsca: jutrzenki 17-19
opis: fragment od jutrzenki 15 do 19 od strony ogrodkow dzialkowych";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady ze szkla
pojemniki: pojemniki 60-1100 l
opis: od miesiaca pojemnik na szklo nie jest oprozniany mimo ze stoi obok pozostalych.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry,
zglaszam, ze papier nie zostal oprozniony zgodnie z harmonogramem w dniu 2.03.2019.
prosze o interwencje.";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: papier i tektura
pojemniki: pojemniki 60-1100 l
opis: dzien dobry, otrzymalismy zgloszeni, iz w dniu wczorajszym odpady papierowe nie zostaly odebrane z nieruchomosci rysia 1-3, bialowieska 20a-28a, legnicka 55-55e. prosimy o interwencje!";Wywoz odpadow
"temat: odbior kontenera
zarzadca: domus sp. z o.o. sp.k.
opis miejsca: dzien dobry,
prosze o zabranie choinek i innych odpadow zielonych z oslony smietnikowej wm dmowskiego 19
dziekuje
opis: dzien dobry,
prosze o zabranie choinek i innych odpadow zielonych z oslony smietnikowej wm dmowskiego 19
dziekuje";Strefa Zarzadcy
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemniki 60-1100 l
opis: we wtorek 05.03.2019 nie zabrane zostaly zolte worki z plastikiem";Wywoz odpadow
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: odpady zielone
pojemniki: worki
opis: dzien dobry, otrzymalismy zgloszenie od ochrony nieruchomosci walbrzyska 6-8, iz od 3 tygodni w oslonie smietnikowej zalegaja odpady zielone. pomimo naszej interwencji z dn. 26.02.2019, worki nie zostaly zabrane.";Wywoz odpadow
"temat: dzikie wysypiska
dzielnica: krzyki
opis miejsca: raczej ulica trawna. nie macie panstwo w swoim spisie ulic.
opis: szanowni panstwo,
przykro mi, ze w polsce sporo mieszkancow polski nie dba o swoja okolice i rzuca smieci tam, gdzie popadnie. niestety tego nie da sie zmienic, gdyz mlodsze pokolenia ucza sie od starszych. 
na ulicy trawnej mamy w tej chwili choinke z tasmy bialo- czerwonej sluzacej do odgrodzenia terenu. kilka dni temu zabrano stad plyty betonowe, ktore sluzyly za toalete i klub towarzyski seniorow - alkoholikow. plyt  nie ma, ale firma, ktora sprzatala plyty nie posprzatala tasmy. 
w okol choinki z tasma mamy dziesiatki butelek po piwie i innych napojach. tu firma sprzatajaca nie zagladala od miesiecy. jest ogolnie jeden wielki syf. 
skoro jest to ulubione miejsce seniorow-alkoholikow, ktorzy tam powroca, jak sloneczko przygrzeje, to czy nie mozna ustawic wzdluz ulicy trawnej  i w klubie seniorow-alkoholikow (pod drzewem) kilka koszy, aby tam wrzucali butelki. i czy mozna oprozniac te kosze raz na jakis czas? 
dzieci nie maja sie gdzie bawic, slysza przeklenstwa, no i te butelki. mysle, ze nie jest to bezpieczne miejsce dla dzieci i ludzi starszych.  
pozdrawiam";Sprzatanie miasta
"temat: zamien pojemnik na worek
odpady: odpady ze szkla
pojemniki: worek 120l
opis: prosze o zamiane pojemnika na szklo na worek";Pojemniki/worki na odpady
"temat: zmiana wielkosci pojemnika
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: pojemnik120l
opis: prosze o zamiane wielkosci pojemnika na tworzywa sztuczne z 240l na 120l";Pojemniki/worki na odpady
"temat: pas drogowy – chodnik
dzielnica: krzyki
opis miejsca: odpady wielkogabarytowe sa wystawione obok pojemnikow na szklo i papier przy bramie oficerska 8.
opis: odpady wielkogabarytowe sa wystawione obok pojemnikow na szklo i papier przy bramie oficerska 8.";Sprzatanie miasta
"temat: dzikie wysypiska
dzielnica: srodmiescie
opis miejsca: skrzyzowanie ul.grunwaldzkiej z ladna
opis: dzikie wysypisko na dzialce skarbu panstwa";Sprzatanie miasta
"temat: inne
opis miejsca: witam chcialbym zglosic zebrane smieci niczyje obok posesji  ul. trawowa 35a/1 wroclaw 
zebrane 3 worki, butelki puszki, reklamowki papierki z dzikiej sciezki. prosze o zabranie smieci
opis: witam chcialbym zglosic zebrane smieci niczyje obok posesji  ul. trawowa 35a/1 wroclaw 
zebrane 3 worki, butelki puszki, reklamowki papierki z dzikiej sciezki. prosze o zabranie smieci";Sprzatanie miasta
"temat: brak odbioru odpadow zgodnie z harmonogramem
odpady: tworzywa sztuczne, metale, opakowania wielomaterialowe
pojemniki: worki
opis: 4 marca nie zostaly odebrane worki z tworzywem sztucznym. dotyczy to wszystkich szeregow za brama.";Wywoz odpadow
"temat: brak pojemnika na odpady
odpady: odpady zielone
pojemniki: pojemnik 240l
opis: prosze o podstawienie pojemnika na odpady zielone.";Pojemniki/worki na odpady
"temat: pas drogowy – sciezka rowerowa
dzielnica: krzyki
opis miejsca: sciezka rowerowa i parking przy pulaskiego (odcinek od kniaziewicza do komuny paryskiej)
opis: wydaje sie, ze od paru tygodni nikt nie sprzata sciezki rowerowej i parkingu na tym odcinku. w krzakach jest pelno smieci.";Sprzatanie miasta
"temat: pas drogowy – zielence
dzielnica: krzyki
opis miejsca: trawnik wzdluz ul. agrestowej, od numeru 137 do poziomkowej- duzo workow i innych smieci
opis: wyglada jakby ktos rzucal worki z psimi odchodami na trawnik, moze warto by postawic kubelek przy tym chodniku, na wysokosci dzialek";Sprzatanie miasta
"temat: pas drogowy - jezdnia
dzielnica: krzyki
opis miejsca: ulica od skrzyzowania ze zwycieska
opis: ponownie kamienie i zwir na ulicy- prawdopodobnie z budowy przy skrzyzowaniu, moze wykonawca prac powinien sie przylozyc do sprzatania ?";Sprzatanie miasta
